core_count,concurrency,requests,success,errors,success_rate,elapsed_s,qps,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms
1,1,1,1,0,100.0,10.64,0.094,10639.557,10639.557,10639.557,10639.557,10639.557
